video_id,title,publishedAt,channelId,category,channelTitle,categoryId,trending_date,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,publish_date,publish_time,publish_hour,days_before_trend,views_per_day
DZKz0H_eVgA,"Current Affairs Today (17 & 18) November 2019  | Daily Current Affairs for UPSC, SSC, RRB, Banking",2019-11-18T02:37:37.000Z,UC1L2JoMpcY6MRLhFd3gg5Xg,Education,Adda247,27,2019-11-18,current affairs today|current affairs|current affairs 2019|daily current affairs|today current affairs|daily current affairs in english|current affairs 2019 in english|current affairs november 2019|current affairs today in english|current affairs adda247|daily current affairs in hindi|current affairs 2019 in hindi|current affairs railway|current affairs upsc|current affairs ssc|adda|adda247|adda247 live|18 nov current affairs|18 november current affairs,28016,4713,35,196,https://i.ytimg.com/vi/DZKz0H_eVgA/default.jpg,False,False,2019-11-18,02:37:37,2,1,28016.0
FoK_RS3pkSs,Today Headlines | இன்றைய தலைப்புச் செய்திகள் | 18 Nov 2019 | Tamil Headlines | Headlines News,2019-11-18T01:33:26.000Z,UC2ziCMHFPWkFHjocUMXT__Q,News & Politics,Sathiyam News,25,2019-11-18,தலைப்புச் செய்திகள்|இன்றைய தலைப்புச் செய்திகள்|headlines today|today headline tamil|morning headlines|headlines today geo news|headlines today india|today headlines tamil nadu|today headlines geo news|geo headlines today|today headlines ary news|today headlines|tamil headline news today|today headlines express news|headlines today ary news|காலை தலைப்புச் செய்திகள்|headlines today samaa news|headlines tamil news|headlines india|தலைப்புச் செய்திகள் தமிழ்,152312,1122,146,14,https://i.ytimg.com/vi/FoK_RS3pkSs/default.jpg,False,False,2019-11-18,01:33:26,1,1,152312.0
geF3squoycs,Daily Current Affairs #97 | 18th Nov.2019 | दैनिक समसामयिकी एवं ईनामी प्रश्न | By Kumar Gaurav Sir,2019-11-18T02:02:11.000Z,UCLuBF4Xr1-BIpcpFFm7zp7w,Education,UTKARSH CLASSES JODHPUR,27,2019-11-18,utkarsh classes jodhpur|utkarsh classes|utkarsh|best coaching center in rajasthan|best institute for RAS|online gk quiz with prizes|online quiz contest to win prizes|win prizes by answering questions|utkarsh quiz|utkarsh bulletin|online quiz|daily bulletin|daily current gk|online prize quiz|utkarsh daily current gk|current gk by utkarsh classes,29725,2976,62,138,https://i.ytimg.com/vi/geF3squoycs/default.jpg,False,False,2019-11-18,02:02:11,2,1,29725.0
SfUG46yrTLU,A Day with Dain Davis | Day with a Star | Season 04 | EP 14 | Part 02 | Kaumudy TV,2019-11-17T16:34:36.000Z,UCSVALYUGVruJ4I2RjhiudSQ,Entertainment,Kaumudy,24,2019-11-18,Kaumudy|Kaumudy TV|day with a star new episode|Dain Davis|Actor|Malayalam films|Pretham 2|Anchor|Nayika Nayakan|Kuttanpillayude Sivarathri|Kamuki,49408,672,38,87,https://i.ytimg.com/vi/SfUG46yrTLU/default.jpg,False,False,2019-11-17,16:34:36,16,1,49408.0
rTLBk6Z9GIU,ಹಠ ಬಿಡದ ಶರತ್ ಬಚ್ಚೇಗೌಡ ವಿರುದ್ಧ ಸಿಎಂ ಬಿಎಸ್‍ವೈ ಕೆಂಡಾಮಂಡಲ..! | BS Yeddyurappa | Sharath Bachegowda,2019-11-17T06:37:50.000Z,UCl-OodciBGZ0k8K8rBZGe4w,News & Politics,Public TV | ಪಬ್ಲಿಕ್ ಟಿವಿ,25,2019-11-18,Public TV|Public TV Live|Kannada Live News|Kannada latest news|Karnataka Latest News|Karnataka Politics|Karnataka Political Developments|HR Ranganath|public tv kannada live|Congress|BJP|JDS|Karnataka By-Polls|By-Polls|cm bs yeddyurappa|Siddaramaiah|Disqualified MLAs Of Karnataka|Disqualified MLAs|MTB Nagaraj|ST SomaShekar|Gopalaiah|H. Vishwanath|Narayana Gowda|Sharath Bachegowda|Hoskote|Bachegowda|Vidhan Sabha Elections|By Election,67288,323,188,98,https://i.ytimg.com/vi/rTLBk6Z9GIU/default.jpg,False,False,2019-11-17,06:37:50,6,1,67288.0
wA-QW1HP6sQ,"MLA No-1 2019 New Released Hindi Dubbed Full Movie | Srikanth, Manchu Manoj, Diksha Panth",2019-11-12T18:11:13.000Z,UCX_uPA_dGf7wXjuMEaSKLJA,Film & Animation,Aditya Movies,1,2019-11-18,online movies|south ki film|watch movies online|telugu movies dubbed in hindi|new south movie 2019 hindi dubbed|youtube hindi dubbed full movies|hindi dubbed movies telugu|hindi movies online|new hindi movie|south indian movies dubbed in hindi full movie 2019 new|new hindi movie 2019|new south indian movies dubbed in hindi 2019 full|new movies 2019|manoj kumar|sreekanth movies|latest south indian movies|mla no-1 full movie|hindi dubbed action movie,9591279,101335,8941,3407,https://i.ytimg.com/vi/wA-QW1HP6sQ/default.jpg,False,False,2019-11-12,18:11:13,18,6,1598546.5
YbvM1T-kdf0,"Gajender Phogat, Anjali Raghav : Suit Palazzo | Anu Kadyan, Anil Prem Nagariya | New Haryanvi Songs",2019-11-17T02:46:06.000Z,UCFQ9AY7oyEqRS7iVXJLNSmw,Music,Sonotek Music,10,2019-11-18,suit palazzo|suit palazzo song|suit palazzo haryanvi song|suit palazzo anjali raghav|anjali raghav|anjali raghav new song|anjali raghav ke gane|gajender phogat song|gajender phogat live|suit palazzo gajender phogat|anu kadyan|anu kadyan songs|anu kadyan suit palazzo|ak jatti|ak jatti song|anil prem nagariya|haryanvi|haryanavi|haryanvi song|new haryanvi songs haryanavi|sonotek music|sonotek|haryanvi songs haryanavi dj,375103,15118,515,432,https://i.ytimg.com/vi/YbvM1T-kdf0/default.jpg,False,False,2019-11-17,02:46:06,2,1,375103.0
egbBAgxgsaM,सर्दियों मे ऐसा सूप बनाएंगे तो बिना दौड़े पतले हो जाएंगे| हेल्दी टेस्टी वेजिटेबल सूप |Vegetable Soup,2019-11-16T11:32:01.000Z,UCfD08FDOGbzIxCduGKkJ0Xg,People & Blogs,bharatzkitchen HINDI,22,2019-11-18,हेल्दी और टेस्टी वेजिटेबल सूप|soup banane ka tarika|vegetable soup recipe in hindi|how to make vegetable soup|vegetable soup recipe|vegetable soup in hindi|mix vegetable soup recipe|healthy soup for kids|वेजिटेबल सूप|healthy soup,332427,10572,350,492,https://i.ytimg.com/vi/egbBAgxgsaM/default.jpg,False,False,2019-11-16,11:32:01,11,2,166213.5
ljGNEMHvkaw,Ayodhya Verdict और Kashmir के बाद Narendra Modi का एक्शन प्लान क्या है? (BBC Hindi),2019-11-14T09:30:08.000Z,UCN7B-QD0Qgn2boVH5Q0pOWg,News & Politics,BBC News Hindi,25,2019-11-18,नरेंद्र मोदी|मोदी सरकार|अमित शाह|कश्मीर|आर्टिकल 370|अयोध्या|राम मंदिर|जम्मू-कश्मीर|भारत का इतिहास|बाबरी मस्जिद|एनआरसी|यूनिफॉर्म सिविल कोड|आरएसएस|सुप्रीम कोर्ट|बीबीसी हिन्दी|narendra modi|modi govt|amit shah|kashmir|article 370|ayodhya|ayodhya verdict|jammu kashmir|babri masjid|nrc|supreme court|uniform civil code|rss|bbc hindi,1792151,0,0,4897,https://i.ytimg.com/vi/ljGNEMHvkaw/default.jpg,False,True,2019-11-14,09:30:08,9,4,448037.75
wLDNTV1EAZw,പൗർണ്ണമിയുടെ മനസ്സ് കീഴടക്കാൻ പ്രേമിന് കഴിയുമോ ?,2019-11-16T06:50:09.000Z,UCp_r6Z-Oh0YTf-ym71z5Nqg,Entertainment,Asianet,24,2019-11-18,asianet|malayalam channel|tv show|malayalam serial|entertainment|Pournamithinkal || Serial || Mon to Fri at 3 PM || Asianet|Pournamithinkal|Pournamithinkal serial|Pournamithinkal asianet|Pournamithinkal Hotstar|Pournamithinkal Serial Online|watch Pournamithinkal Episode|Pournamithinkal online|Pournamithinkal latest episode|Pournamithinkal Full Episode|Watch Pournamithinkal serial,324946,1499,111,159,https://i.ytimg.com/vi/wLDNTV1EAZw/default.jpg,False,False,2019-11-16,06:50:09,6,2,162473.0
JQqXI3lXyrY,Unlimited meals for ₹50 in Hyderabad | Thinnantha Bhojanam | Chai Bisket Food,2019-11-17T05:00:01.000Z,UCznAVGW0rciFfbJzDkgBybg,Entertainment,Chai Bisket Food,24,2019-11-18,food|chai bisket|indian food|bachelor room|engineering life|chai bisket food|biryani|bawarchi|hyderabad food|bachelors|abhiruchi|maa oori vanta|foodshow|indian|indian recipes|quick recipes|simple cooking|sambar recipe|sambar maggi|kfc|fried chicken|chicken fried rice|curry|south indian curry|veg curries|paneer butter masala|sunday special|andhra chicken|full meals for 50|indian thali|social service|chicken biriyani,113122,3786,96,209,https://i.ytimg.com/vi/JQqXI3lXyrY/default.jpg,False,False,2019-11-17,05:00:01,5,1,113122.0
lvllVX51O5g,LIVE- KANDHLA JATTAN  (HOSIHARPUR) KABADDI CUP 2019- LIVE KABADDI,2019-11-14T21:18:49.000Z,UCF5EYIKutN3rP_2TW7PwTbw,Sports,livekabaddi,17,2019-11-18,#KANDHALA JATTAN #LIVEKABADDI #TANDA #HOSI|KANDHLA JATTAN|KABADDI CUP|LIVEKABADDI.COM|KABADDI CUP TODAY|KUSHI|kabaddi365|kabaddi365 live|live kabaddi|kabaddi live|live kandhala jattan|kabaddi365 kandhala jattan,793415,10730,1354,0,https://i.ytimg.com/vi/lvllVX51O5g/default.jpg,True,False,2019-11-14,21:18:49,21,4,198353.75
kwRVABNrIxc,Bigg Boss Season 13 - 16th November 2019 - बिग बॉस - Day 37,2019-11-17T07:25:47.000Z,UC55IWqFLDH1Xp7iu1_xknRA,Entertainment,Colors TV,24,2019-11-18,Colors TV|colorstv|hindi shows|VOOT|new promo|clips|3 minute clip|Bigg Boss Season 13 voot clip|Bigg Boss Season 13 full episode online|watch Bigg Boss Season 13 online|Bigg Boss Season 13|new show|9:00 pm|Mon – Sun|salman khan|bhai|season 13|Rashami Desai|Siddharth Shukla|Shehnaaz Gill|Paras Chhabra|Devoleena Bhattacharjee|Koena Mitra|Dalljiet Kaur|Siddharth Dey|Arti Singh|Asim Riaz|Abu Malik|Shefali Bagga|Mahira Sharma,99951,1019,97,103,https://i.ytimg.com/vi/kwRVABNrIxc/default.jpg,False,False,2019-11-17,07:25:47,7,1,99951.0
D0pSTqG98t8,7 AM | ETV Telugu News | 17th November 2019,2019-11-17T02:21:41.000Z,UCJi8M0hRKjz8SLPvJKEVTOg,News & Politics,ETV Andhra Pradesh,25,2019-11-18,ETV|ETV Telugu|ETV NewsVideo|National News Video|ETV World|ETV Andhravani|AndhravaniVideo|ETV Talkies|Etv2|Etv Andhra News|Andhravani|Etv2 Ghantaravam|Etv2 India|Telugu News|Etv AP|AP News|AP|Etv Telugu|Etv News Live Video|Etv Sakhi|Etv Sukhibhava|Health Magazine|Health Show|Etv Margadarsi|ETV Aaha|etv2india|Latest News Videos|Mundhadugu|Lakshyam|ETV Telangana|Telangana News|Telangana Latest News|Telangana Updates|ETV Live|Live TV,182112,1375,183,39,https://i.ytimg.com/vi/D0pSTqG98t8/default.jpg,False,False,2019-11-17,02:21:41,2,1,182112.0
T1q3LId1Aaw,Arayannagalude Veedu | Flowers | Ep# 226,2019-11-16T05:32:27.000Z,UCSrS91iCgFCv_3KwjWWHzSg,Entertainment,Flowers TV,24,2019-11-18,Arayannagalude Veedu|Flowers Tv Malayalam comedy shows malayalam serials|eeran nilavu|flowers tv malayalam comedy shows malayalam serials|joycey|malayalam serials|flower serials|flowers serials actress malayalam serials flowers tv malayalam flowers tv|sarayu|full episodes|latest episode|Eeran Nilavu|Joycey,245303,1587,2130,458,https://i.ytimg.com/vi/T1q3LId1Aaw/default.jpg,False,False,2019-11-16,05:32:27,5,2,122651.5
gVKq9zS5flo,Sri Reddy Latest Interview PROMO | BS Talk Show | Chiranjeevi | Bigg Boss Telugu 3 | Top Telugu TV,2019-11-15T07:45:21.000Z,UC8Dj-LDol8r7zGnhn0onF0A,Entertainment,Top Telugu TV,24,2019-11-18,sri reddy latest interview|sri reddy latest interview telugu|actress sri reddy latest interview telugu trending|sri reddy promo|sreeredy promo|top telugu tv sri reddy interview|top telugu tv sri reddy|sri reddy interview videos|sri reddy top telugu tv interviews|sri reddy top telugu tv|sri reddy top telugu tv promo|nagarjuna akkineni|megastar chiranjeevi|pawan kalyan|byreddy siddharth reddy interview|byreddy siddharth reddy speech,316947,0,0,0,https://i.ytimg.com/vi/gVKq9zS5flo/default.jpg,True,True,2019-11-15,07:45:21,7,3,105649.0
vHo9vEd7G7c,Odeya | Shyaane Love Aagoythalle Nanji  | Darshan | M.D.Shridhar | N.Sandesh | Arjun Janya,2019-11-16T10:00:13.000Z,UCLtCejNl8eAg4PO_9lf2TIg,Music,Anand Audio,10,2019-11-18,odeya|Shyaane Love Aagoythalle Nanji song|Shyaane Love Aagoythalle Nanji lyrical Video|odeya movie|odeya kannada movie|odeya kannada new movie|odeya trailer|odeya full movie|odeya full songs|odeya full video songs|odeya video songs|hemanth hits|odeya action scenes|darshan odeya movie|darshan odeya teaser|arjun janya musical|arjun janya hits|darshan hits|darshan new songs|kannada new lyrical|kannada lyrical video|lyrical 2019,847222,88418,3755,14994,https://i.ytimg.com/vi/vHo9vEd7G7c/default.jpg,False,False,2019-11-16,10:00:13,10,2,423611.0
otyIJJW5g7Q,No More Discussions On RTC Issue | Corrupted Revenue Employees | Teenmaar News | V6 Telugu News,2019-11-16T16:44:26.000Z,UCDCMjD1XIAsCZsYHNMGVcog,News & Politics,V6 News Telugu,25,2019-11-18,tsrtc strike|tsrtc samme|tsrtc employees|rtc jac ashwathama reddy|police|revenue department|traffic police|padma offers prayers for rtc employees|hunger strike|pow sandhya|teenmaar news|teenmaar padma|teenmaar chandravva|teenmaar radha|V6 News|V6 Telugu News|V6 Telugu News Live|Telugu News Live|Telugu News Channel Live|telugu news live channel|telugu news|telugu news latest|telugu live|v6 telugu|v6 live|telugu news channels|live|telangana news,127467,852,142,66,https://i.ytimg.com/vi/otyIJJW5g7Q/default.jpg,False,False,2019-11-16,16:44:26,16,2,63733.5
7b8Q-SQf7Cs,गेहू के आटे व दही से बनाये सुबह शाम का हल्का फुल्का नाश्ता एनर्जी से भरपूर Breakfast Recipe,2019-11-17T06:05:25.000Z,UCP6eIMDiYaRMhHYHH17XGZQ,Howto & Style,Saroj Sharma,26,2019-11-18,Saroj|Sharma|Kitchen|गेहू के आटे व दही से बनाये सुबह शाम का हल्का फुल्का नाश्ता|गेहू के आटे व दही से बनाये सुबह शाम का हल्का फुल्का नाश्ता एनर्जी से भरपूर Breakfast Recipe|Breakfast Recipe|आटे व दही से बनाये सुबह शाम का हल्का फुल्का नाश्ता|हल्का फुल्का नाश्ता|गेहू के आटे व दही से बनाये|Breakfast|gehu ke aate ka nasta|aate ka nasta|indian breakfast recipe|breakfast recipe in hindi|how to make breakfast recipe|dahi ka nasta|quick breakfast recipe,197048,1909,205,62,https://i.ytimg.com/vi/7b8Q-SQf7Cs/default.jpg,False,False,2019-11-17,06:05:25,6,1,197048.0
d8xlgxL7l-E,Ennakkaa Ithana Kiruba | John Jebaraj | Official Video | Tamil Christian Songs,2019-11-15T12:30:03.000Z,UCzEqZORpCKPb0HSmzzgGHug,Music,John Jebaraj - Levi Ministries - Official Channel,10,2019-11-18,Tamil|Christian|songs|John|Jebaraj|jeberaj|tamil|gospel|johnjebaraj|enakkaithankiruba|trending|christiantamilsong|latestchristiansong|2019tamilchristiansong|johnjebarajsongs,374320,23249,721,1862,https://i.ytimg.com/vi/d8xlgxL7l-E/default.jpg,False,False,2019-11-15,12:30:03,12,3,124773.33333333333
8t15sK2yVa4,The President's rule - To The Point,2019-11-18T04:30:10.000Z,UCzLqOSZPtUKrmSEnlH4LAvw,Education,Drishti IAS,27,2019-11-18,president rule in Maharashtra|president rule drishti ias|president rule study iq|president rule in hindi|president rule for upsc|president rule in news|president rule unacadamy|president rule rstv|president rule wiki|president rule to the point|president rule about,30030,3017,20,220,https://i.ytimg.com/vi/8t15sK2yVa4/default.jpg,False,False,2019-11-18,04:30:10,4,1,30030.0
5yUevNO-f2M,Big News Big Debate : యలమంచిలి Vs వల్లభనేని - Rajinikanth TV9,2019-11-14T18:03:36.000Z,UCPXTXMecYqnRKNdqdVOGSFg,News & Politics,TV9 Telugu Live,25,2019-11-18,tv9|tv9 telugu|tv9 telugu news|tv9 news|telugu news online|online news|tv9 andhra pradesh|tv9 varthalu|Rajinikanth TV9|Big News Big Debate|TV9 Telugu Live|VallabhaneniAttacksTDP|BigNewsBigDebate|Vallabhaneni Vamsi|TDP|NTR|Jr. N.T.R|vallabhaneni vamsi comments chandrababu|Vallabhaneni|Vallabhaneni Vamsi sensational comments|Nara Lokesh and Uma|Devineni Avinash|Devineni Avinash quits TDP|Devineni|Avinash,855962,0,0,2337,https://i.ytimg.com/vi/5yUevNO-f2M/default.jpg,False,True,2019-11-14,18:03:36,18,4,213990.5
ojuvQKXBilA,Top Headlines (Hindi - 9 am),2019-11-18T03:41:20.000Z,UCISgnSNwqQ2i8lhCun3KtQg,News & Politics,Rajya Sabha TV,25,2019-11-18,Rajya Sabha TV|RSTV|Rajya Sabha Television|Parliamentary News Channel|News Bulletin|Hindi news bulletin|English news bulletin|Parliamentary news bulletin|English news|Hindi news|News updates|English bulletin|Hindi bulletin|Hindi Samachar|Online news|Aaj Tak|ABP news|BBC|CNN|Al Jazeera|Times now|Daily news|News Briefing|News report|News headlines|Today news|News hour|Latest News|Live news|हिंदी समाचार|ख़बर,19200,882,22,20,https://i.ytimg.com/vi/ojuvQKXBilA/default.jpg,False,False,2019-11-18,03:41:20,3,1,19200.0
q5R8iGa8WcY,Thatteem Mutteem | Epi - 190  Preparations for a fight | Mazhavil Manorama,2019-11-17T02:30:02.000Z,UCUPD0jQo-EP0B1Nf4uzeIMA,Entertainment,Mazhavil Manorama,24,2019-11-18,151-200|2019|29 august 2019|aadhi|arjunan|august 2019|episode 190|manju pillai|mazhavil|meenakshi|mohanavalli|naseer sankranthi|rosamma|sidharth basu|tm episode|thatteem mutteem|thatteem mutteem episode|thatteem mutteem episode 190|actors|august|comedy|full episode|fun|kannan|kpac lalitha|lead actors|mazhavil manorama|mmfiction|sitcom,198059,1582,178,69,https://i.ytimg.com/vi/q5R8iGa8WcY/default.jpg,False,False,2019-11-17,02:30:02,2,1,198059.0
l1C1AUSTl9I,AKILA-வோட HairStyle Secrets - Eeramana Rojave Shyam and Gayathri Fun filled Interview | LittleTalks,2019-11-16T17:15:26.000Z,UC9-od3vuwuVSFQF1CizTD7w,Entertainment,Little Talks,24,2019-11-18,Little talks|eeramana rojave serial|eeramana rojave serial promo|eeramana rojave songs hd|vetri malar romance|vetri malar whatsapp status|pugazh akila|akila hairstyle|eeramana rojave akila hairstyle|eeramana rojave akila pugazh|eeramana rojave akila pugazh scenes|eeramana rojave akila pugazh romance|akila pugazh interview|gayathri shyam|vijay tv serial promo|vijay tv eeramana rojave serial|vijay tv eeramana rojave serial today|vijay tv eeramana rojave,141132,3341,90,160,https://i.ytimg.com/vi/l1C1AUSTl9I/default.jpg,False,False,2019-11-16,17:15:26,17,2,70566.0
YiylTV5BalU,MensXP | Honest Review | Drive,2019-11-16T05:27:00.000Z,UC7eZNThpjgXe5H0QwBN-XsQ,Comedy,MensXP,23,2019-11-18,mensxp|mensxp videos|mens xp|honest review|movie reviews|drive review|netflix drive review|viral videos|funny videos|trending videos,283907,19990,346,1823,https://i.ytimg.com/vi/YiylTV5BalU/default.jpg,False,False,2019-11-16,05:27:00,5,2,141953.5
eWeB454QZ7s,ADITHYA VARMA படமே ANBU-க்காகத்தான் | Anbu Unfold | Blacksheep,2019-11-16T13:02:20.000Z,UCzh5hQc_O3r3xjh9sXrM7-A,Entertainment,Black Sheep,24,2019-11-18,black sheep|RJ Vigneshkanth|fun panrom|Blacksheep Deepthi|Siddhu|Nishanth|Chutti Aravind|Dude Vicky|Answer the following|Sheriff|Web Radio|Smile Web radio|blacksheep radio|black sheep radio latest|aditya varma|arjun reddy tamil|anbu unfold|anbu|anbu dasan|interview|latest interview|priya anand|dhruv|vikram|vikram son|blacksheep|banita|aditya varma songs|aditya varma team|varma|blacksheep latest video|dhruv vikram|banita sandhu,195570,10312,261,315,https://i.ytimg.com/vi/eWeB454QZ7s/default.jpg,False,False,2019-11-16,13:02:20,13,2,97785.0
MLzxVRABNqM,Sangathamizhan review by Prashanth,2019-11-16T07:57:23.000Z,UCZVcQLqXTn1DN-UcDwrc1gQ,Film & Animation,tamilcinemareview,1,2019-11-18,Tamil Cinema Review|Tamil Cinema Review prashanth|tamil cinema review latest|itisprashanth review|itisprashanth interview|sangatamizhan|review|prashanthreview|vijaysethupathi|Sangatamizhan review by Prashanth|prashanth review|its prashanth review|review and rating|review by prashanth|sanga thamizhan movie review|itisprashanth|prashanth|movie review|tamil cinema review prashanth latest|sanga thamizhan review|sanga thamizhan review prashanth|tamilcinemareview,333474,10812,845,1000,https://i.ytimg.com/vi/MLzxVRABNqM/default.jpg,False,False,2019-11-16,07:57:23,7,2,166737.0
u_jieqZx4TM,২৪ ঘণ্টা আগলৈকে সুস্থ হৈ থকা ‘কৃষ্ণ’ৰ হঠাৎ কেনেকৈ মৃত্যু হ’ল?,2019-11-17T13:55:04.000Z,UC1JkYCOb4wKvdWreGQ0CR9g,News & Politics,Pratidin Time,25,2019-11-18,[none],38831,732,32,107,https://i.ytimg.com/vi/u_jieqZx4TM/default.jpg,False,False,2019-11-17,13:55:04,13,1,38831.0
r2TJ4gSjgaY,Baal Veer - बालवीर - Episode 858 - Maha Vinashini Is Now A Pari,2019-11-16T10:30:02.000Z,UCV_HCodkhIx43LGAyPENbzA,Entertainment,LIV Kids Hindi,24,2019-11-18,Baal Veer|baalveer episodes|Baalveer|Shama Sikandar|baalveer veero ka veer|बालवीर|baal veer latest episode|chhal pari baal veer|favorite shows|indian superhero|fantasy show|liv kids hindi|baalveer liv kids|baalveer full episodes|baalveer superpower|superhero show|montu comedy scenes|baalveer hero|indian superheroes|baalveer|Maha Vinashini|Episode 858|Maha Vinashini Is Now A Pari|maha vinashini pari|truth test|test of truth|rani pari|bal pari,215804,940,254,36,https://i.ytimg.com/vi/r2TJ4gSjgaY/default.jpg,False,False,2019-11-16,10:30:02,10,2,107902.0
NcNxMQBpJ8I,Son Of Abish feat. Mayanti Langer & Vijay Varma,2019-11-15T15:00:08.000Z,UCtWoDeegvTPfuuNm_ilJntg,Comedy,Abish Mathew,23,2019-11-18,Abish|Mathew|Abish Mathew|stand up|comedy|Abish Mathew stand up comedy|abish mathew comedy|son of abish|mortal|pubg|mortal pubg|pubg mobile|naman mathur|mayanti langer|mayanti langer interview|vijay varma|gully boy,524222,10645,437,1236,https://i.ytimg.com/vi/NcNxMQBpJ8I/default.jpg,False,False,2019-11-15,15:00:08,15,3,174740.66666666666
KqdnRCI9m-s,Kundali Bhagya | कुंडली भाग्य | Mon-Sun | 8:30 PM | Promo | #ZeeAnmol,2019-11-17T11:39:34.000Z,UCqjizN9AS-Bub9bx-9vT4PA,Entertainment,Zee Anmol,24,2019-11-18,Kundali Bhagya|Kundali bhagya full epsiode today|kundali bhagya today epsiode|kundali bhagya today|kundali bhagya epsiode terakhir|kundali bhagya natak|kundali bhagya serial|kundali bhagya today promo|kundali bhagya today preview|kundali bhagya aaj ka episode|preeta and karan romance|preeta and karan dance|zee tv|zee5|kundali bhagya epsiode|kundali bhagya zee anmol|zee anmol kumkum bhagya|zee anmol serial|कुंडली भाग्य|कुंडली भाग्य आज का एपिसोड|drama|serials,153219,646,41,14,https://i.ytimg.com/vi/KqdnRCI9m-s/default.jpg,False,False,2019-11-17,11:39:34,11,1,153219.0
neytv1m9oiM,"IPL 2020 Retentions and Releases: MI, CSK, SRH, KXIP",2019-11-15T19:03:33.000Z,UCSRQXk5yErn4e14vN76upOw,Sports,Cricbuzz,17,2019-11-18,IPL 2020|R Ashwin|Ajinkya Rahane|IPL Auction|MI|KXIP|SRH|IPL Auctions|IPL|Yusuf Pathan,306507,7686,224,539,https://i.ytimg.com/vi/neytv1m9oiM/default.jpg,False,False,2019-11-15,19:03:33,19,3,102169.0
dUJNDMCptxo,காதுல பூ மாலை | Idiot Box|Kichdy,2019-11-17T06:30:00.000Z,UCMKDKhUdGfIIYKFkIJWoONg,Entertainment,Kichdy,24,2019-11-18,tamil serials|trolls|comedy|tamil serial comedy|funny|romance|serial trolls in tamil|vijay tv serials|sun tv serials|zee tamil serials|roja serial|aranmanaikili serial|yaaradi nee mohini serial|latest|today|promo|latest episode|tamil cinema|trending|nayagi serial|arjun roja|kichdy|idiot box|sun tv serial,91153,4873,162,604,https://i.ytimg.com/vi/dUJNDMCptxo/default.jpg,False,False,2019-11-17,06:30:00,6,1,91153.0
rpwGxin7iGM,Flipkart लहँगा  Review | Online लहँगा Shopping | Wedding Unboxing Day 5,2019-11-18T04:30:00.000Z,UCF8EOH5Ty0kk76qpK4-JNxQ,Howto & Style,Perkymegs Hindi,26,2019-11-18,flipkart lehenga review|ladies latest kurtis|designer kurti|kurtis online shopping|flipkart lehenga review under 500|flipkart lehenga review under 1000|flipkart lehenga|flipkart lehenga haul|flipkart lehenga shopping|flipkart lehenga unboxing hindi|sabyasachi lehenga online cheap|amazon lehenga review|amazon lehenga review under 500|kurti palazzo|palazzo suit|kurti pants|online lehenga shopping|wedding lehenga online|perkymegs hindi,40515,2764,144,209,https://i.ytimg.com/vi/rpwGxin7iGM/default.jpg,False,False,2019-11-18,04:30:00,4,1,40515.0
nCdKXSEvECU,सोमवार स्पेशल भजन : भोले कब होगी दया | Most Popular Bhole Baba Bhajan | Sonotek Bhakti,2019-11-17T23:00:06.000Z,UC3oQ1986eLZ4MhyPBiu54PA,Music,Sonotek Bhakti,10,2019-11-18,सोमवार स्पेशल भजन|भोले कब होगी मुझपे दया|bhole kab hogi daya|bhole baba song|bhole ke gane|lajwanti pathak|shiv bhajan|bhajan bhakti ras kirtan sonotek bhaktibhakti|bhajan|morning chant|chant|ram|song|bhakti song|bhakti bhajan|shiv|devotional song|devender dev|shivratri special song,24268,201,42,28,https://i.ytimg.com/vi/nCdKXSEvECU/default.jpg,False,False,2019-11-17,23:00:06,23,1,24268.0
IFpLp7_IoKI,Jack and Daniel - Moviebuff Sneek Peak | Dileep | Arjun Sarja |  SL Puram Jayasurya,2019-11-16T11:30:01.000Z,UCd3SZzlH4rzgvrcxiCV5r8Q,Entertainment,Moviebuff Malayalam,24,2019-11-18,Moviebuff Spotlight|Moviebuff|Moviebuff Sneak Peek|MBSneakPeek|Malayalam Movie|Malayalam Movie Trailer|Malayalam Movie Teaser|New Malayalam Movie 2019|Anju Kurian|Arjun Sarja|Dileep Pillai|Aju Varghese|Saiju Kurup|SL Puram Jayasurya|Shaan Rahman|ജാക്ക് & ഡാനിയേൽ,130153,4743,310,239,https://i.ytimg.com/vi/IFpLp7_IoKI/default.jpg,False,False,2019-11-16,11:30:01,11,2,65076.5
eTx5sbsLaF0,జగన్ నువ్వు కేవలం ఒక ఉద్యోగివి మాత్రమే..ఈ భూములు మావి | Prof K Nageshwar Shocking Comments,2019-11-16T04:10:21.000Z,UCDKjhgRoPF1CQk7HluMz23A,News & Politics,Mahaa News,25,2019-11-18,prof k nageshwar interview|prof k nageshwar debate|prof k nageshwar latest|prof k nageshwar live|prof k nageshwar comments|k nageshwar speech latest|prof k nageshwar channel|prof k nageshwar youtube channel|prof k nageshwar fires on jagan|prof k nageshwar debate in mahaa news|prof k nageshwar analysis|prof k nageshwar clear cut analysis|AP CM Jagan|prof k nageshwar comments on jagan|cm jagan|ap cm jagan mohan reddy|ap sand crisis|cm jagan news|jagan updates,114964,1815,196,427,https://i.ytimg.com/vi/eTx5sbsLaF0/default.jpg,False,False,2019-11-16,04:10:21,4,2,57482.0
