video_id,title,publishedAt,channelId,category,channelTitle,categoryId,trending_date,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,publish_date,publish_time,publish_hour,days_before_trend,views_per_day
4f9jIdg4rTQ,"The Body | Official Trailer | Rishi Kapoor, Emraan Hashmi, Sobhita Dhulipala, Vedhika | 13th Dec",2019-11-15T07:40:44.000Z,UCs56ffejFhWlCvlvRIdpb9Q,Entertainment,Viacom18 Studios,24,2019-11-17,Movies|Bollywood|Rishi Kapoor|Emraan Hashmi|Sobhita Dhulipala|Vedhika|Viacom 18 Studios|The Body|The Body Movie|Jeethu Joseph|Azure Entertainment|Thriller|Suspense|Crime|Films|Emraan|Rishi|Sobhita|Body|Trailer|Movie Trailer,4841081,142875,5687,8269,https://i.ytimg.com/vi/4f9jIdg4rTQ/default.jpg,False,False,2019-11-15,07:40:44,7,2,2420540.5
QUq5jJFAw0I,Life With Sibling | Harsh Beniwal,2019-11-15T13:30:02.000Z,UCVmEbEQUGXHVm-O9pqa3JWg,Comedy,Harsh Beniwal,23,2019-11-17,harsh|harsh beniwal|beniwal|harsh beniwal video|harsh beniwal vine|harshbeniwal|bhai behn ka pyar|harsh beniwal bhai behn|harsh beniwal bhai bhai|bhai bhai ka pyar|harsh beniwal brother sister|brother sister video|harsh beniwal siblings video|harsh beniwal sibling|life with Siblings|life|with|siblings|bhai behn|bollywood|harsh beniwal latest video|harsh beniwal comedy video|harsh beniwal popular video,2771682,357221,5124,17634,https://i.ytimg.com/vi/QUq5jJFAw0I/default.jpg,False,False,2019-11-15,13:30:02,13,2,1385841.0
ipeWQ67AziU,THAMBI OFFICIAL TAMIL TEASER | KARTHI | JYOTIKA | SATHYARAJ | JEETHU JOSEPH,2019-11-16T05:30:13.000Z,UCnSqxrSfo1sK4WZ7nBpYW1Q,Music,Lahari Music | T-Series,10,2019-11-17,thambi teaser|karthi|jyotika|new tamil movies|thambi tamil movie teaser|thambi movie teaser|thambi songs|thambi latest tamil movie teaser|sathyaraj|anson paul|thambi karthi|jyothika movie updates|thambi trailer|thambi new tamil movie teaser|new tamil trailers 2019|tamil trailer 2019 new|latest tamil movie trailers 2019|thambi official teaser|tamil movie|SATHYARAJ|Jeethu Joseph,2711391,124427,3845,2824,https://i.ytimg.com/vi/ipeWQ67AziU/default.jpg,False,False,2019-11-16,05:30:13,5,1,2711391.0
dKeRIOA28Jk,Mardaani 2 | Official Trailer | Rani Mukerji | Releasing 13 December 2019,2019-11-14T05:30:11.000Z,UCbTLwN10NoCU4WDzLf1JMOA,Film & Animation,YRF,1,2019-11-17,Rani Mukerji|Rani Mukerjee|Mardaani 2 Trailer|Rani Mukerji Mardaani 2|Rani Mukerji Movie Trailer|Rani Mukerjee Trailer|Mardaani 2 Teaser Trailer|Mardani 2 Trailer|Rani Mukerji New Movies|New Movie Trailer|Rani Mukerji New Movie Trailer|New Trailer|Rani Mukerji Movie 2019|2019 Rani Mukerji Movie|Rani Mukerji Song|Mardaani 2 Movie|Rani Mukerji Movie Dialogue|Rani Mukerji New Trailer|Mardaani Rani Mukerji Movie|रानी मुकर्जी मूवी,5923189,226877,6331,12317,https://i.ytimg.com/vi/dKeRIOA28Jk/default.jpg,False,False,2019-11-14,05:30:11,5,3,1974396.3333333333
eN6AYHAT8UM,"Yaad Piya Ki Aane Lagi | Divya Khosla Kumar |Neha K,Tanishk B,Jaani, Faisu, Radhika&Vinay |Bhushan K",2019-11-16T12:15:57.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Music,T-Series,10,2019-11-17,yaad piya ki aaye|bole jo koyal bago mein yaad piya ki aane lagi|bole jo koyal|yaad piya ki aane lagi divya khosla kumar|chudi jo khankhee|divya khosla kumar|neha kakkar|jaani|neha kakkar new song|jaani new song|divya khosla kumar kiss|divya khosla kumar dance|yaad piya ki aane lagi|yaad piya ki aane lagi bheegi bheegi raaton mein,10255715,318196,52405,21257,https://i.ytimg.com/vi/eN6AYHAT8UM/default.jpg,False,False,2019-11-16,12:15:57,12,1,10255715.0
KgTgVd1yhHs,"The Kapil Sharma Show - Movie Bala Episode Uncensored | Ayushmann Khurrana, Bhumi, Yami",2019-11-15T13:01:20.000Z,UC1-BQ2oxqBVtCjMHF-Wf98w,Entertainment,Kapil Sharma,24,2019-11-17,K9 Films|Comedian|celebrity|famous personality|film productions|film industry|very famous|Comedy nights with Kapil|The Kapil Sharma Show|kapil sharma|kapil sharma movie|kapil sharma k9|kapil sharma news|kapil sharma show|kapil|kapil sharma comedy|kapil sharma new show|kapil sharma new show 2018|kapil sharma show full episodes|kapil sharma show 2019|kapil sharma show live|ayushmann khurrana|ayushmann khurrana movies|bala full movie|bala trailer,3132558,51619,3669,1611,https://i.ytimg.com/vi/KgTgVd1yhHs/default.jpg,False,False,2019-11-15,13:01:20,13,2,1566279.0
td_lFJ_Gh6Q,"Ashiqui Mein Teri 2.0 Teaser - Happy Hardy And Heer | Himesh Reshammiya, Ranu Mondal | Song Out Now",2019-11-13T08:30:31.000Z,UCJrDMFOdv1I2k8n9oK_V21w,Music,Tips Official,10,2019-11-17,Teri Meri Kahani|teri meri kahani full song|teri meri kahani ranu mondal|himesh reshammiya and ranu mondal|himesh reshammiya teri meri kahani|himesh reshammiya new song|tips music|tips official|rani mondal song|rani mondal viral song|teri meri kahani cover song|2019 new song|latest hindi song 2019|hd video|aashiqui mein teri|himesh reshammiya live performance|himesh reshammiya concert|Aashiqui Mein Teri 2.0-|Aashiqui Mein Teri remix|Aashiqui Mein Teri new,3684998,64398,26867,3682,https://i.ytimg.com/vi/td_lFJ_Gh6Q/default.jpg,False,False,2019-11-13,08:30:31,8,4,921249.5
pXz-IHcY-fw,"Bigil - Moviebuff Sneak Peek 03 | Vijay, Nayanthara - Directed by Atlee Kumar | AR Rahman",2019-11-16T05:00:12.000Z,UCmAyYoNuOheCdlHnsBsRu3w,Entertainment,Moviebuff Tamil,24,2019-11-17,Moviebuff|Moviebuff Sneak Peek|MBSneakPeek|Tamil Movie|Tamil Movie Trailer|Tamil Movie Teaser|New Tamil Movie 2019|making video|promo|teaser|Vijay|Nayanthara|Anandaraj Selvaraj|Yogi Babu|Atlee Kumar|bigil songs|bigil official trailer,2359551,118459,3833,2577,https://i.ytimg.com/vi/pXz-IHcY-fw/default.jpg,False,False,2019-11-16,05:00:12,5,1,2359551.0
z_WT4aXhD0w,Tumse Milke Dilka Jo Haal | Main Hoon Na | Cute Love Story | TikTok  Famous Song,2019-11-16T02:30:14.000Z,UC4DLvb5xZ9OLcVM1KC_R97g,Music,unknown boy varun,10,2019-11-17,[none],780311,30018,1716,956,https://i.ytimg.com/vi/z_WT4aXhD0w/default.jpg,False,False,2019-11-16,02:30:14,2,1,780311.0
c48Uu1BV8P0,"Extra Jabardasth| 15th November 2019  | Full Episode | Sudheer, Chandra, Bhaskar| ETV Telugu",2019-11-15T17:50:24.000Z,UCnoqvTW4YZExfDeq7_Wmd-w,Comedy,ETV Jabardasth,23,2019-11-17,etv shows|eenadu television|padutha theeyaga|super2|dhee Jodi|jabardasth|extra jabardsth|etv20|etv comedy show|extra jabardasth|naga babu|roja|anchor anasuya|rashmi|dhanraj|chandra|venu|chanti|dhana dhan dhanraj|comedy short films|chamak chandra|chalaki chanti|raghava|rocket raghava|roller raghu|venu wonders|comedy skits in telugu|telugu comedy tracks|allari harish|yedukondalu|racha ravi,1806607,11358,1825,0,https://i.ytimg.com/vi/c48Uu1BV8P0/default.jpg,True,False,2019-11-15,17:50:24,17,2,903303.5
L0C5OcTMpTM,#AlaVaikunthapurramuloo - OMG Daddy Song Teaser || Allu Arjun || Trivikram | Thaman S |#AA19,2019-11-14T04:30:15.000Z,UCNApqoVYJbYSrni4YsbXzyQ,Entertainment,Aditya Music,24,2019-11-17,AlaVaikunthapurramuloo|Ala Vaikunthapurramuloo|Ala Vaikunthapurramuloo Songs|Allu Arjun|AA19|Samajavaragamana|Ala vaikuntapuram lo Songs|Ala vaikuntapuram lo First Song|Ala vaikuntapuram First Single|Ala vaikuntapuram lo Song|Allu Arjun New Song|Allu Arjun Latest Movie|avpl first song|Nee Kallanai|Sid Sriram|Songs|thaman|latest|OMG Daddy Song Teaser,3431962,121112,6454,3029,https://i.ytimg.com/vi/L0C5OcTMpTM/default.jpg,False,False,2019-11-14,04:30:15,4,3,1143987.3333333333
H0KvLb0--FA,"Extra Jabardasth | 22nd November 2019 | Extra Jabardasth Latest Promo - Rashmi,Sudigali Sudheer",2019-11-16T07:00:09.000Z,UCULLmfWqhMOeiWEV6hkMSCg,Entertainment,mallemalatv,24,2019-11-17,Mallemalatv|Comedy Videos in Telugu|All Time Hit Comedy Shows|Non - Stop Back To Back Telugu Comedy Shows|Extra Jabardasth Promo|Extra Jabardasth Videos|Extra Jabardasth Video|Extra Jabardasth New Video|Sudigali Sudheer Comedy|Extra Jabardasth Promos|Sudigali Sudheer Punches|Sudheer Comedy|Getup Srinu Performance|chammak chandra Comedy|roja punches|Chammak Chandra Punches|Naga Babu Punches,1954656,29100,1209,0,https://i.ytimg.com/vi/H0KvLb0--FA/default.jpg,True,False,2019-11-16,07:00:09,7,1,1954656.0
kly1KoADl6w,"Naayagi Episode 534, 16/11/19",2019-11-16T15:00:15.000Z,UC-lJ-F5mlPP6SYPkkq6gjwA,Entertainment,VikatanTV,24,2019-11-17,SunTv|VikatanTV|Tamil Serial|Tamil Programme|Tamil TV Programme|Daily Serial|SunTV Serial|Naayagi 16/11/2019|Naayagi 16/Nov/2019|Naayagi Episode 16/11/19|Naayagi Episode 534|vikatan|vikatantv|Naayagi latest episode|Naayagi episode today|Naayagi|Nayagi,913906,6614,1427,543,https://i.ytimg.com/vi/kly1KoADl6w/default.jpg,False,False,2019-11-16,15:00:15,15,1,913906.0
JTdWk984xOs,LEGAL ACTION (Full Video) Elly Mangat | Latest Songs 2019,2019-11-15T11:45:58.000Z,UCx8-RWM_jQVdM0j9A9oNllw,Music,Game Killerz Records,10,2019-11-17,[none],898984,66988,1686,5370,https://i.ytimg.com/vi/JTdWk984xOs/default.jpg,False,False,2019-11-15,11:45:58,11,2,449492.0
grMf9k9K5Yw,"OO Baava Lyrical Song Promo - #PratiRojuPandaage | Sai Tej, Raashi Khanna, Maruthi | Thaman S",2019-11-15T11:30:03.000Z,UCiJfiEg1FImWsVuEu0L8X6Q,Entertainment,Geetha Arts,24,2019-11-17,OO Baava|OO Baava Lyrical Song|OO Baava Lyrical Song Promo|Prati Roju Pandaage|Sai Tej|Raashi Khanna|Maruthi|Thaman|GA2 Pictures|prati roju pandage song|prati roju pandaage songs|Pratirojupandaage song promos|oo bava song|oo bava song promo|oo bava lyrical song promo|raashi khanna songs|sai tej songs|thaman songs|thaman songs latest|thaman songs in telugu|prati roju panduga trailer song,573370,20335,636,358,https://i.ytimg.com/vi/grMf9k9K5Yw/default.jpg,False,False,2019-11-15,11:30:03,11,2,286685.0
1xLMs9O_zz4,"दारूची १०१ फायदे - कॉमेडी स्कीट | भाऊ कदम, सतीश तारे | बेस्ट ऑफ फु बाई फु | झी मराठी",2019-11-15T14:35:02.000Z,UC82o9tQyo_cJhtyoFi-ROEw,Entertainment,Zee Marathi,24,2019-11-17,दारूची १०१ फायदे|भाऊ कदम|सतीश तारे|बेस्ट ऑफ फु बाई फु|फु बाई फु|झी मराठी,1046527,10217,702,118,https://i.ytimg.com/vi/1xLMs9O_zz4/default.jpg,False,False,2019-11-15,14:35:02,14,2,523263.5
5ZemEgs3fFA,Ranjit Bawa (Full Song) Impress | Desi Crew | Bunty Bains | Latest Punjabi Songs 2019,2019-11-14T04:32:59.000Z,UCcvNYxWXR_5TjVK7cSCdW-g,Music,T-Series Apna Punjab,10,2019-11-17,new song|latest song|songs 2019|new songs|latest songs|punjabi songs|punjabi bhangra|punjabi songs new|punjabi songs latest|punjabi song status|punjabi song dj|punjabi|latest punjabi songs 2019|latest punjabi songs|new punjabi songs|latest song 2019|latest punjabi song|Sukh Sanghera|Bunty Bains|Desi Crew|Ranjit Bawa|Impress|ranjit bawa new song|ranjit bawa song|desi crew new song|impress ranjit bawa|ranjit bawa new song impress,2937391,94285,2297,5880,https://i.ytimg.com/vi/5ZemEgs3fFA/default.jpg,False,False,2019-11-14,04:32:59,4,3,979130.3333333334
KpF8XjCurdw,CHOR POLICE Children's Day Special #Funny Indoor Game for Kids | Aayu and Pihu Show,2019-11-14T08:30:00.000Z,UCFcBAGR0drI3F15EhMFjuTg,People & Blogs,Aayu and Pihu Show,22,2019-11-17,aayu and pihu latest video|pihu and aayu|chor police|thief game|indoor game for kids,2618593,93474,6952,0,https://i.ytimg.com/vi/KpF8XjCurdw/default.jpg,True,False,2019-11-14,08:30:00,8,3,872864.3333333334
bqFn5McKuOo,Meray Paas Tum Ho Episode 15 | Teaser | ARY Digital Drama,2019-11-16T16:12:18.000Z,UC4JCksJF76g_MdzPVBJoC3Q,Entertainment,ARY Digital,24,2019-11-17,ary|best pakistani drama|latest pakistani drama|Top pakistani Drama|Pakistani Drama|Meray Paas Tum Ho Episode 15 Teaser|Meray Paas Tum Ho Episode 15 Latest|Meray Paas Tum Ho|Meray Paas Tum Ho New Episode|Meray Paas Tum Ho Top Drama|Meray Paas Tum Ho Watch|Meray Paas Tum Ho Teaser|Meray Paas Tum Ho ARY Digital|Watch Drama|ARY Digital|Best Drama ARY Digital|New Drama ARY Digital|Humayun Saeed|Ayeza Khan|Hira Salman,2100059,19422,710,1409,https://i.ytimg.com/vi/bqFn5McKuOo/default.jpg,False,False,2019-11-16,16:12:18,16,1,2100059.0
QsjB7FwtUlI,Rainy Season Alaparaigal #Nakkalites,2019-11-15T14:33:18.000Z,UCiPmhfdCL06cSVTXKabF0Zg,Comedy,Nakkalites,23,2019-11-17,Nakkalites|Nakkalites latest|Nakkalites All Episodes|Rainy Season Alaparaigal|Rainy Season|Alaparaigal|nakkalites new video|tamil creators|nakkalites channel|nakkalites latest|nakkalites all episodes|nakkalites web series|nakkalites|Rainy|Season|nakkallites|youtube creators|alaparaigal|nakkalites mini series|#nakkalites|funny rain|fun in rain|web series tamil|tamil comedy|best tamil web series|tamil web series|Arun Kumar|Dinesh|sassi|nakkalites alaparaigal,850760,54854,1023,1721,https://i.ytimg.com/vi/QsjB7FwtUlI/default.jpg,False,False,2019-11-15,14:33:18,14,2,425380.0
unbXcnXfSYk,Reality of Indian Media | Analysis by Dhruv Rathee,2019-11-16T12:43:25.000Z,UC-CSyyi47VX1lD9zyeABW3w,News & Politics,Dhruv Rathee,25,2019-11-17,Dhruv Rathee|Dhruv|Rathee|Dhruv Rathee latest video|india news live|indian youtuber|Narendra Modi|Rahul Gandhi|Indian Media|Godi Media|Republic TV|Aaj Tak|NDTV|ABP News|Lallantop|Rohit Sardana|Sudhir Chaudhary|Zee News|Dangal|DNA Analysis|VPN|Proxy|NordVPN|Tor Browser|Peeing Human|How VPN Works,681303,82950,4717,8751,https://i.ytimg.com/vi/unbXcnXfSYk/default.jpg,False,False,2019-11-16,12:43:25,12,1,681303.0
wA-QW1HP6sQ,"MLA No-1 2019 New Released Hindi Dubbed Full Movie | Srikanth, Manchu Manoj, Diksha Panth",2019-11-12T18:11:13.000Z,UCX_uPA_dGf7wXjuMEaSKLJA,Film & Animation,Aditya Movies,1,2019-11-17,online movies|south ki film|watch movies online|telugu movies dubbed in hindi|new south movie 2019 hindi dubbed|youtube hindi dubbed full movies|hindi dubbed movies telugu|hindi movies online|new hindi movie|south indian movies dubbed in hindi full movie 2019 new|new hindi movie 2019|new south indian movies dubbed in hindi 2019 full|new movies 2019|manoj kumar|sreekanth movies|latest south indian movies|mla no-1 full movie|hindi dubbed action movie,8270600,93762,7750,3091,https://i.ytimg.com/vi/wA-QW1HP6sQ/default.jpg,False,False,2019-11-12,18:11:13,18,5,1654120.0
BfAOPhwBpI4,AIRPORT PAAVANGAL | Gopi & Sudhakar | Parithabangal,2019-11-15T11:30:13.000Z,UCueYcgdqos0_PzNOq81zAFg,Comedy,Parithabangal,23,2019-11-17,parithabangal|parithabangal latest episode|parithabangal channel|parithabangal gosu|gopi sudhakar|parithabangal new video|parithabangal new|paavangal|gosu|padithabangal new video|parithabangal latest|paridhabangal|airport|airport video|ariport|gopi|gopi sudhakar comedy|airport paavangal|sudhakar|tamil creators|#parithabangal|rofl moments|tamil comedy|Balu Bose|Dravid Selvam|Mohan PVR|Subash|pavangal|airport comedy|airport lounge|Gopi & Sudhakar,908528,65977,1451,1717,https://i.ytimg.com/vi/BfAOPhwBpI4/default.jpg,False,False,2019-11-15,11:30:13,11,2,454264.0
KvO9E5X_nH4,The Kapil Sharma Show | Kapil And Dr. Gulati's Musical Class At School | Children's Day Special,2019-11-16T07:41:45.000Z,UCpEhnqL0y41EpW2TvWAHD7Q,Entertainment,SET India,24,2019-11-17,the kapil sharma show|comedy clips|kapil sharma comedy|comedy nights with kapil|kiku sharda|chandu chaiwala|bachcha yadav jokes|baccha yadav comedy|baccha yadav the kapil sharma show|kiku sharda comedy|kikusharda on kapil|kapil and baccha yadav|comedy bachcha yadav|bachcha yadav jocks|tkss khajur|tkss khajur special|tkss khajur comedy|tkss childrens day special|tkss teacher student comedy|childrens day comedy pecials|tkss comedy clips|kapil comedy,311093,3732,291,105,https://i.ytimg.com/vi/KvO9E5X_nH4/default.jpg,False,False,2019-11-16,07:41:45,7,1,311093.0
YEl58AlkOoc,"नाना पाटेकर ने सामने लाई सच्चाई | Tum Milo Toh Sahi | Nana Patekar, Dimple Kapadia, Suniel Shetty",2019-11-14T06:30:02.000Z,UCmL1WlDI8UkXDXCXcBQN9CA,Entertainment,Ultra Bollywood,24,2019-11-17,tum milo toh sahi full movie|tum milo toh sahi comedy scenes|tum milo toh sahi movie comedy scenes|tum milo toh sahi nana patekar comedy|nana patekar|nana patekar comedy|nana patekar movies|nana patekar dialogue|nana patekar ki comedy|nana patekar all movie|Dimple Kapadia|Suniel Shetty|Vidya Malvade|Rehan Khan|Anjana Sukhani|Mohnish Behl,5359231,39022,4216,961,https://i.ytimg.com/vi/YEl58AlkOoc/default.jpg,False,False,2019-11-14,06:30:02,6,3,1786410.3333333333
atpNcent5Yw,GIRLY HACKS || 35 Beauty Tricks And Struggles,2019-11-15T08:30:00.000Z,UC295-Dw_tDNtZXFeAPAW6Aw,Howto & Style,5-Minute Crafts,26,2019-11-17,cellulite scrub|proyectos faciles|trucos de belliza|dark circles|underwear tips|howto|tutorial|handcraft|tips|diy lace underwear|5 minute craft|beauty secrets|useful things|life hacks|crafts|diy|5-minute crafts|tricks|diy beauty products|open back dress|strapless bra|do it yourself|diy projects|bra hacks|clothing ideas|trucos|diy activities|underwear hacks|5 minutes craft|lifehacks|backless dress|old into new|crop top|diy clothes,1379702,13362,2041,576,https://i.ytimg.com/vi/atpNcent5Yw/default.jpg,False,False,2019-11-15,08:30:00,8,2,689851.0
2DeQBUcnDZ0,Azhagu - Tamil Serial | அழகு | Episode 606 | Sun TV Serials | 16 Nov 2019 | Revathy | Vision Time,2019-11-16T13:45:00.000Z,UCOpUWgNJq1kUlB3Z5KM7X-A,Entertainment,Vision Time Tamil,24,2019-11-17,Azhagu|அழகு|Azhagu Tamil Serial|Sun TV Serials|Thalaivasal Vijay|Vision Time|azhagu serial|azhagu serial today episode|azhagu serial yesterday episode|azhagu tamil serial|azhagu tamil serial today episode|azhagu tv serial|azhagu yesterday tamil serial|azhagu latest sun tv|azhagu latest serial|Revathy tamil serial|Revathy latest serial|Revathy sun tv serial|latest sun tv serial|azhagu latest episode|Full episode 606|16 november 2019,819496,5489,1280,946,https://i.ytimg.com/vi/2DeQBUcnDZ0/default.jpg,False,False,2019-11-16,13:45:00,13,1,819496.0
PTN5QJ9_wWE,Dhee Champions | 13th November 2019 | Full Episode | ETV Telugu,2019-11-13T18:39:40.000Z,UCoY_p16GEbOQPgES1-wXpYg,Entertainment,ETV Dhee,24,2019-11-17,etv shows|eenadu television|padutha theeyaga|super2|Dhee10|dhee Jodi|jabardasth|extra jabardsth|cash|genes|swarabhishekam|etv20|manasu mamatha|swathi chinukulu|naperu meenakshi|funny task|intro|bhargav|rishika|govind|husna|piyush|ankitha|Rahul|darshini|sai|malavika|saketh|priyanka|reality show|dance,3682736,28752,3650,0,https://i.ytimg.com/vi/PTN5QJ9_wWE/default.jpg,True,False,2019-11-13,18:39:40,18,4,920684.0
_oPLLpHpnTQ,Taarak Mehta Ka Ooltah Chashmah | Tapu Plays The Smart Move | Children's Day Special,2019-11-15T08:07:34.000Z,UC6-F5tO8uklgE9Zy8IvbdFw,Entertainment,SAB TV,24,2019-11-17,sab tv channel|sab tv serials|comedy channel hindi|taarak mehta|tmkoc memes|taarak mehta latest episode|taarak mehta ka ooltah chashmah|sab tv show|best of daya|daya special clips|daya special taarak mehta ka ooltah chashmah|quircky laughter|funny clips of daya|jethalal and daya|tarak mehta daya|childrens day special|funny children special clips|childrens day special video|special children clips|childrens day clips|tmkoc childrens day clips,622551,3718,932,79,https://i.ytimg.com/vi/_oPLLpHpnTQ/default.jpg,False,False,2019-11-15,08:07:34,8,2,311275.5
dFatK5s_R7g,"5 एकड़ जमीन, अब भिड़ गए मुसलमान ! | Halla Bol With Anjana Om Kashyap",2019-11-15T13:54:53.000Z,UCt4t-jeY85JegMlZ-E5UWtA,News & Politics,Aaj Tak,25,2019-11-17,Halla Bol Aaj Tak|Halla Bol With Anjana Om Kashyap|Halla Bol 15 Nov 2019|Halla Bol Debate|Halla Bol on Maharashtra Politics|Owaisi On Ayodhya Verdict|ayodhya verdict|ayodhya case|ayodhya ram mandir|ayodhya dispute|ayodhya land dispute|ayodhya news|ayodhya hearing|babri masjid|ayodhya ram mandir issue|aaj tak live news|aaj tak hindi news|aaj tak news video|aaj tak videos|aaj tak|aaj tak live|aajtak channel news|rohit sardana|Anjana Om Kashyap,958034,8154,4518,4702,https://i.ytimg.com/vi/dFatK5s_R7g/default.jpg,False,False,2019-11-15,13:54:53,13,2,479017.0
9n2TJwUzd9w,Mighty Raju - The School Festival | Children's Day Special,2019-11-14T08:45:16.000Z,UCiBigY9XM-HaOxUc269ympg,Entertainment,Green Gold,24,2019-11-17,[none],1008439,5373,2147,0,https://i.ytimg.com/vi/9n2TJwUzd9w/default.jpg,False,False,2019-11-14,08:45:16,8,3,336146.3333333333
oGGpvkjjXis,"Jada Official Trailer | 4K | Kathir, Yogi Babu | Kumaran | Sam C.S",2019-11-15T12:32:50.000Z,UCLbdVvreihwZRL6kwuEUYsA,Music,Think Music India,10,2019-11-17,Jada Official Teaser|jada teaser|jada trailer|bigil teaser|bigil first look|singa penney song|singa penney bigil|kathir in bigil|bigil songs|nerkonda paarvai songs|bigil latest update|bigil trailer|actor kathir movie|bigil thalapathy|thalapathy 63 update|tamil movies|tamil full movies|latest tamil movies|tamil comedy movie|latest tamil movie|tamil hd movies|tamil new movies|tamil movies 2019|vijay tamil movies,824902,51202,603,1109,https://i.ytimg.com/vi/oGGpvkjjXis/default.jpg,False,False,2019-11-15,12:32:50,12,2,412451.0
men9GlehguI,"Bigg Bos 13 Review: What! Devoleena Shouts On Hindustani Bhau, Contestants In Shock",2019-11-14T08:02:00.000Z,UCVGiG3GcphUyMzNXg2iMN3A,Entertainment,Telly Reporter,24,2019-11-17,bb13|shehnaz fight|captain|bb13 captian|himanshi khurrana|shefali zariwali|aarti singh|wild card contestants|bb13 latest episode|bb13 shefali zariwala|siddharth shukla fight|paras chabbra|paras chabbra mahira sharma|weekend ka vaar|bb13 today episode|rashami siddharth fight|devoleena angry|asim riaz|rashami desai|mahira sharma|bigg boss 13 full episode|arhaan khan|hindustani bhau|aarti vishal love|siddharth arti|shehnaz asim fight,1109061,11012,3544,3866,https://i.ytimg.com/vi/men9GlehguI/default.jpg,False,False,2019-11-14,08:02:00,8,3,369687.0
oaN3IdVFk5s,OnePlus Music Festival - Livestream,2019-11-16T17:16:41.000Z,UCZDZuCogQfb1N95KuUOacjw,Music,OnePlus India,10,2019-11-17,OnePlus|OnePlus Music Festival|Katy Perry|Dua Lipa|OnePlus India|Ritviz|Mumbai|Navi Mumbai|D Y Patil Stadium,6924829,30151,4729,647,https://i.ytimg.com/vi/oaN3IdVFk5s/default.jpg,False,False,2019-11-16,17:16:41,17,1,6924829.0
-oAK5alT-y0,ROJA Serial | Episode 484 | 16th Nov 2019 | Priyanka | SibbuSuryan | SunTV Serial |Saregama TVShows,2019-11-16T14:15:01.000Z,UCtrovMbRR6h_XLMfdbhqb1A,Entertainment,Saregama TV Shows Tamil,24,2019-11-17,Roja serial today|Roja episode today|saregamatvshowstamil|saregama tvshows tamil|saregama tamil tvshows|Roja serial episodes|suntv serial roja|roja suntv serial today|roja tamil tv serial|roja episodes daily|arjun and roja returned house|sun tv serial roja serial today episode|roja episode today|today roja episode|today roja episode sun tv|roja serial today|Roja episode 484|Roja 16th Nov episode|Roja full episode|Roja full episiodes,987513,8990,2075,1528,https://i.ytimg.com/vi/-oAK5alT-y0/default.jpg,False,False,2019-11-16,14:15:01,14,1,987513.0
BoQDgOH1gH0,School Qtiyapa: Padh Le Basanti,2019-11-13T06:58:31.000Z,UCNJcSUSzUeFm8W9P7UUlSeQ,Entertainment,The Viral Fever,24,2019-11-17,the viral fever|tvf|humour|qtiyapa|comedy|qtiyapa tvf|sab qtiyapa hai|School Qtiyapa: Padh Le Basanti|school qtiyapa|Padh Le Basanti|rang de basanti spoof|spoof|school life|Gagan Arora|gagan arora videos|masti ki pathshala|revolutionary|education|teacher|student|chote miyan|padh le|basanti|lal singh chadha|aamir khan|rang de basanti|kota factory 2|desi comedy,2668954,97996,11885,5924,https://i.ytimg.com/vi/BoQDgOH1gH0/default.jpg,False,False,2019-11-13,06:58:31,6,4,667238.5
8RlR5mNezdQ,గన్నవరం మసాలా : Nara Lokesh Vs Vallabhaneni Vamsi - TV9,2019-11-15T14:13:54.000Z,UC_wOU3PYfF5yNQ00nthAkfA,News & Politics,TV9 Today,25,2019-11-17,TV9 Today|TV9 Telugu News|TV9 LIVE Telugu|TV9 news|TV9 online news|AP Latest News|Telugu latest news today|AP Political news|Political updates|TV9 Breaking news|VallabhaneniVamsi|NaraLokesh|JrNTR|Nara Lokesh responds to Vallabaneni Vamsi's|Jr NTR and Websites|vallabhaneni vamsi vs nara lokesh|nara lokesh comments on vallabhaneni|NaraLokesh Responds On #VallabhaneniVamsi,411249,0,0,869,https://i.ytimg.com/vi/8RlR5mNezdQ/default.jpg,False,True,2019-11-15,14:13:54,14,2,205624.5
4tgXEnfZP7Y,Aayudha Ezhuthu | 16th November 2019 - Promo,2019-11-16T05:24:21.000Z,UCvrhwpnp2DHYQ1CbXby9ypQ,Entertainment,Vijay Television,24,2019-11-17,Star|Star Vijay TV|Vijay TV|Vijay|Redefining Entertainment|தமிழ்|விஜய்|டிவி|தொலைக்காட்சி|Tamil TV|Tamil Shows|hotstar|Aayudha Ezhuthu|New Fiction|New Serial|Coming Soon,587133,5944,473,262,https://i.ytimg.com/vi/4tgXEnfZP7Y/default.jpg,False,False,2019-11-16,05:24:21,5,1,587133.0
